Policy-AverageDiscountedReturn,LossBefore,Data-EnvSampler-EnvExecTime,Policy-TimeAlgoOpt,Policy-MinReturn,Policy-AverageReturn,Data-EnvTrajs-StdReturn,Policy-TimeSampling,Policy-AveragePolicyStd,Data-EnvSampler-PolicyExecTime,ItrTime,Policy-AverageAbsPolicyMean,Data-TimeEnvSampleProc,n_timesteps,Policy-NumTrajs,Time,Data-EnvTrajs-MaxReturn,Policy-TimeStep,Policy-MaxReturn,Model-TimeModelFit,Policy-StdReturn,Data-TimeEnvSampling,Data-EnvTrajs-MinReturn,Data-EnvTrajs-AverageReturn,Data-EnvTrajs-NumTrajs,LossAfter,ModelSampler-n_timesteps,Iteration,Policy-TimeSampleProc,Data-EnvTrajs-AverageDiscountedReturn
-15.150030284784666,4.887581e-09,0.3731570243835449,0.9947998523712158,-152.57992061972618,-33.80328046754003,27.48022535395553,57.84851288795471,0.784235,1.774383544921875,96.57698512077332,0.7933969,0.0008513927459716797,12000,20,1034.4982211589813,4.2904121412755005,59.00446796417236,11.460949838161469,34.45059323310852,35.21592062312273,3.1194639205932617,-66.77220080320386,-28.661418747879754,5,-0.016234793,480000,11,0.15496468544006348,-4.764117622021056
-57.70637174471163,6.6757204e-09,0.381206750869751,1.1320836544036865,-712.338507771492,-146.16209746636451,42.26050115408671,59.10980176925659,0.75955206,1.8148012161254883,100.44138383865356,0.75272274,0.0008461475372314453,13000,20,1134.9446935653687,54.734625358108545,60.43256211280823,43.90468320250511,36.7573127746582,150.0275964086068,3.2496702671051025,-68.50478477816137,-23.62182452384804,5,-0.020462606,520000,12,0.18431520462036133,-11.130206236436235
-19.79966020275905,2.6226044e-09,0.377216100692749,1.0605528354644775,-103.11705821752548,-32.7710849750787,32.20399067400124,58.68015265464783,0.74464947,1.8013927936553955,102.73749327659607,0.8022011,0.0006093978881835938,14000,20,1237.6892833709717,17.649016777377092,59.901880979537964,61.10768981277943,39.67715406417847,40.18390826949748,3.1567087173461914,-76.90789569652655,-20.291795291161087,5,-0.01700095,560000,13,0.1547553539276123,-8.197053956652528
6.34853367881949,1.1265278e-08,0.43724918365478516,1.1562209129333496,-56.81365558505058,23.312385606393217,29.989033523611383,61.71827960014343,0.7232562,2.1263458728790283,102.11797881126404,0.82235414,0.0006306171417236328,15000,20,1339.8135936260223,42.13936526084036,63.05124473571777,168.86909806728363,35.46177840232849,48.68089778060498,3.6032540798187256,-50.267725759934116,2.1623434799745924,5,-0.016915066,600000,14,0.17067623138427734,-2.558261877342105
44.13887326103196,1.1175871e-08,0.3915374279022217,0.9735026359558105,57.634568870067596,113.25464507378638,25.570325009304476,57.39148569107056,0.6993573,1.8989605903625488,102.42171502113342,0.8401592,0.0008103847503662109,16000,20,1442.2398662567139,63.76612310551022,58.51887488365173,169.85409221798182,40.60818028450012,27.093184596881663,3.2920899391174316,-13.802838243233115,32.18178822537821,5,-0.017324004,640000,15,0.1475696563720703,10.470652670898797
29.058862970708624,-6.6161157e-09,0.3691895008087158,1.063988447189331,-4.030340597033501,82.52017495594919,25.26077165363448,58.90477657318115,0.6763316,1.7579007148742676,102.24911618232727,0.8309569,0.0005645751953125,17000,20,1544.495097398758,50.19686564255311,60.12947607040405,158.64588963985443,38.99824118614197,45.37679515942462,3.119497537612915,-15.855802941718693,15.15796699812059,5,-0.019017799,680000,16,0.15378379821777344,5.080557811146079
35.668251251382465,1.1324882e-09,0.3845982551574707,0.9650061130523682,19.752054050564766,98.46513792295009,36.832602677930524,58.266369104385376,0.65618914,1.875854253768921,98.93038034439087,0.8231065,0.0005586147308349609,18000,20,1643.430453300476,31.35809241986443,59.39309906959534,183.09022665023804,36.29114007949829,39.80526742032917,3.244539260864258,-79.71063008359083,-28.749485749945343,5,-0.018237084,720000,17,0.15561437606811523,-12.853321385195505
4.178453608113719,4.7683715e-09,0.41316914558410645,1.0651562213897705,-92.21294704079628,36.25161874163896,15.982196086854799,63.72437500953674,0.6365052,1.9978232383728027,113.41029906272888,0.82517594,0.0005123615264892578,19000,20,1756.8470134735107,29.87236921682801,64.97605967521667,149.0700877159834,44.97349548339844,52.27795618291557,3.4590749740600586,-16.106725336843166,5.788153448420142,5,-0.019919438,760000,18,0.16817593574523926,-6.292768084393974
15.52018343951462,7.390976e-09,0.4070248603820801,1.1766531467437744,-53.51297037303448,55.02328963465989,26.439998498148135,62.7212028503418,0.61647195,1.986644983291626,112.40549373626709,0.76421356,0.00081634521484375,20000,20,1869.2596595287323,82.30183121862056,64.09383511543274,126.80003802478313,44.83296084403992,42.94503734098978,3.4766685962677,21.893134058262856,54.513071033761115,5,-0.018461158,800000,19,0.18956780433654785,15.025018451216107
39.34264587306359,1.4901161e-09,0.4073445796966553,1.2464001178741455,15.483103290200233,115.6273911010474,31.53142264392026,67.22020244598389,0.6015304,2.013085126876831,114.66818833351135,0.7531618,0.0006334781646728516,21000,20,1983.9329257011414,60.785028750845065,68.63916969299316,192.72938433289528,42.56430530548096,44.537663166406595,3.4628829956054688,-20.828440880109643,11.926936731096522,5,-0.016953072,840000,20,0.16507506370544434,-8.323411194918858
10.450630768211067,1.5735626e-08,0.41474151611328125,1.168017864227295,-64.356660194695,31.66460893563926,47.87833328048559,63.18275046348572,0.58714086,2.0285074710845947,110.34234094619751,0.75114495,0.0005114078521728516,22000,20,2094.284609556198,91.24557257742299,64.54925966262817,99.71576012670994,42.28883171081543,41.527313735010935,3.502413511276245,-33.49152902976015,34.95965521825307,5,-0.013190497,880000,21,0.1776120662689209,7.245417599951241
47.60855263265426,2.7418137e-09,0.5124778747558594,1.1165711879730225,56.4205396771431,132.41683692447842,36.643553725491614,62.71766901016235,0.57151794,2.5731735229492188,115.24591493606567,0.7664811,0.0006244182586669922,23000,20,2209.536600112915,130.14198161812473,64.00557398796082,209.61384427547455,46.88113498687744,47.40076399145353,4.357308626174927,19.304052301614522,85.83858961775127,5,-0.015240261,920000,22,0.16471505165100098,36.582988887156866
9.403658648803994,2.1457671e-09,0.4067978858947754,1.188615083694458,-24.973552629351616,39.45528531903401,30.127766671049205,64.95178604125977,0.5545005,1.982006549835205,118.85971236228943,0.78892434,0.0005583763122558594,24000,20,2328.4008889198303,133.36279639401826,66.30294489860535,79.54069522023201,49.06153845787048,29.261420614688962,3.4933271408081055,49.0265874735107,91.91817755501947,5,-0.017345166,960000,23,0.1559462547302246,33.788563377096025
25.859992065982418,-4.3809414e-09,0.5535862445831299,1.216658353805542,-1.4119405448436737,80.75887173302472,23.882081062015192,61.86688685417175,0.5339812,2.71450138092041,111.57563376426697,0.7825973,0.0005097389221191406,25000,20,2439.9803817272186,188.6032663893608,63.26341271400452,160.6447861790657,43.801719665527344,44.8505614590392,4.508744955062866,122.1028477315162,150.13283734153498,5,-0.01749781,1000000,24,0.1739516258239746,54.40400202287319
71.93043441213034,-0.0028050628,0.41378188133239746,1.233762264251709,154.50326198339462,199.49236493557692,36.85196366018795,65.85569214820862,0.51585704,2.015153646469116,113.36642384529114,0.7504774,0.0005123615264892578,26000,20,2553.3559279441833,236.04752375840567,67.27645826339722,251.21563428640366,42.54206681251526,26.422880957213064,3.546121597290039,138.573268961787,176.22800683082235,5,-0.017797096,1040000,25,0.18025946617126465,67.79971431237466
82.47780865837944,6.9737434e-09,0.376117467880249,0.9625630378723145,157.32915775477886,225.64950040765106,58.19732970573081,57.12390494346619,0.49631348,1.7966995239257812,99.07054424285889,0.74517596,0.0006628036499023438,27000,20,2652.431568622589,209.72967475411346,58.230345010757446,263.0044556558132,37.68212175369263,22.749733252660942,3.1563124656677246,57.90847224472257,152.33505605621963,5,-0.01824716,1080000,26,0.13725686073303223,66.60877144071227
89.45412556218676,1.4305115e-09,0.48362135887145996,0.9508335590362549,206.723489895463,242.11226706206799,23.11335338887158,58.034825801849365,0.47594523,2.3641767501831055,99.2659056186676,0.769014,0.0006844997406005859,28000,20,2751.7030143737793,243.9899090394858,59.12469959259033,272.93929785490036,36.184107065200806,18.75012312938009,3.955181837081909,179.23433147526043,215.3183797842617,5,-0.017757645,1120000,27,0.13286828994750977,76.25935494687488
125.50402378768781,3.8146974e-09,0.3773157596588135,0.9521157741546631,183.24613237380981,321.6300658583641,88.59490688824849,57.99484825134277,0.45797938,1.8603110313415527,102.00909185409546,0.7892238,0.0005571842193603516,29000,20,2853.7181832790375,365.394565992054,59.154032707214355,397.9124894142151,39.61660838127136,43.64638018074181,3.2364909648895264,123.95955554998449,243.6580536129723,5,-0.018154498,1160000,28,0.194594144821167,92.6241545505524
153.64888146879963,-5.662441e-09,0.37675952911376953,1.0186989307403564,367.52210691571236,400.11613987535236,67.30011912144319,60.353795528411865,0.44378796,1.7954297065734863,101.43468260765076,0.8132299,0.0005793571472167969,30000,20,2955.1578731536865,322.1706775345965,61.59602880477905,438.09748873114586,36.6871657371521,19.01487710875609,3.1497185230255127,121.21837010589446,248.0685178190318,5,-0.016630348,1200000,29,0.21727943420410156,97.69947151294419
154.6405097590957,4.172325e-09,0.4545857906341553,0.938030481338501,352.8448277488351,411.2522765249014,87.99879999170261,58.79613471031189,0.42732805,2.2668416500091553,100.94609332084656,0.843961,0.0005254745483398438,31000,20,3056.107852458954,425.8459805150942,59.877883434295654,458.75627437233925,37.23206567764282,32.98181609451276,3.8343753814697266,192.74392585980198,360.1440396274312,5,-0.01400899,1240000,30,0.1376025676727295,137.30536188612754
107.12081003499793,-2.6226044e-09,0.4970674514770508,0.9824903011322021,256.8449320793152,302.8145295511931,181.88842111056337,58.68048930168152,0.41196334,2.441953182220459,105.20596432685852,0.8465908,0.0006649494171142578,32000,20,3161.3190305233,427.37722761931946,59.82811951637268,374.7211495488882,41.23046875,27.50377606051751,4.145462989807129,-41.252248511439134,322.1147964561118,5,-0.012835604,1280000,31,0.1586611270904541,121.4425495213945
168.94206871806514,7.152557e-09,0.37645411491394043,1.0061280727386475,414.5815791487694,471.67119516059756,177.73311824247406,58.73391771316528,0.3968021,1.7937417030334473,99.34774446487427,0.90564007,0.0005631446838378906,33000,20,3260.6714375019073,492.51117581500984,59.88756585121155,540.5248742103577,36.297614336013794,36.43951595067803,3.160862445831299,14.567932997180696,367.5636203293421,5,-0.016494744,1320000,32,0.14117646217346191,138.42091729128364
202.95308631800185,6.3180923e-09,0.40963029861450195,1.100144386291504,488.82265216112137,558.7116994399578,108.86154571473382,60.44573521614075,0.38248047,2.0205187797546387,101.66834616661072,0.911841,0.0005543231964111328,34000,20,3362.345675945282,520.6324119059168,61.72549867630005,625.054285287857,36.507139444351196,35.849502315619546,3.434115171432495,234.14577998327505,356.50362133826775,5,-0.016437694,1360000,33,0.1735692024230957,157.21531184178343
201.3765734740795,9.059906e-09,0.4318206310272217,1.1105196475982666,491.90630592405796,567.2000313863158,39.93964453104051,60.054879665374756,0.3668569,2.0705907344818115,104.04051446914673,0.91840005,0.0006964206695556641,35000,20,3466.394659757614,555.7076756159773,61.35729122161865,631.4953363239765,39.1806640625,29.483785309626416,3.5008318424224854,430.61086072812685,493.3379747165189,5,-0.017436296,1400000,34,0.18552231788635254,179.48786574721498
193.32415223930906,4.2915342e-09,0.3721942901611328,1.1338446140289307,473.34945107996464,544.0521069582552,49.574934233169685,65.22397541999817,0.35453796,1.7797198295593262,107.2222683429718,0.9104968,0.0007777214050292969,36000,20,3573.621988773346,569.0319655100321,66.53698253631592,601.0867268741131,37.529932737350464,33.80841526331236,3.153109073638916,436.500070503556,504.1236339786501,5,-0.017422916,1440000,35,0.17232918739318848,180.26861724904663
232.16130478656882,-4.798174e-09,0.3982663154602051,1.0281343460083008,550.6741991043091,637.0950750302524,71.08644971478108,58.520984172821045,0.34351024,1.9243552684783936,103.63254117965698,0.9363285,0.0006000995635986328,37000,20,3677.2607119083405,611.3063390836514,59.69039797782898,725.707695543766,40.609766483306885,39.800715089289824,3.33050537109375,405.8682510853514,510.38453149840996,5,-0.01337905,1480000,36,0.1352534294128418,200.16447283119177
251.8507755308139,4.8279762e-09,0.39569807052612305,1.029463529586792,636.6486079394817,702.2373370047659,206.94266784089638,59.46005415916443,0.3318558,1.8999242782592773,107.36394619941711,0.9400791,0.0006515979766845703,38000,20,3784.629747390747,522.6989356454307,60.66424536705017,840.9102513492107,43.419209003448486,44.31382697085806,3.278892755508423,-33.625292697600244,213.53472722087275,5,-0.016302783,1520000,37,0.1575162410736084,106.61535468954534
206.23916930554805,2.3841857e-09,0.4438009262084961,1.0904226303100586,510.17556995153427,579.2182907313108,219.56561415096215,57.96289014816284,0.3222637,2.218940258026123,101.5129861831665,0.95901096,0.0008318424224853516,39000,20,3886.1478044986725,521.7731097890104,59.21230888366699,636.2482948303223,38.51659917831421,35.57070696429578,3.7821223735809326,-87.12774526429726,205.75280103316035,5,-0.013801451,1560000,38,0.1521439552307129,83.10221906442098
230.59921239194023,7.510185e-09,0.4395313262939453,1.17083740234375,592.6963878571987,627.4830091834068,182.94321987667027,67.60996866226196,0.3110698,2.141221284866333,110.78937840461731,0.95202345,0.0007181167602539062,40000,20,3996.9407920837402,426.0907115954546,68.95830273628235,699.0281594395638,38.2030029296875,27.66042638756757,3.626159191131592,-69.83657788266258,161.68292444514614,5,-0.013116021,1600000,39,0.17130827903747559,69.62051248809266
211.08551583681765,-8.106232e-09,0.4695775508880615,1.0135619640350342,515.5559919402003,583.2234178710729,304.3433113158296,58.55256986618042,0.30030486,2.3234703540802,107.09057068824768,0.9418114,0.0006008148193359375,41000,20,4104.0383195877075,583.1660555450577,59.71391463279724,642.8482814133167,43.40600085258484,33.31469160694863,3.966634750366211,-62.22671172381088,314.4967467498787,5,-0.015849704,1640000,40,0.1414506435394287,117.26313081890684
241.159582213453,2.503395e-09,0.37062668800354004,0.9085125923156738,578.3734512329102,654.8838380753994,272.84261829042447,57.446704626083374,0.29093623,1.761221170425415,101.8371684551239,0.92259747,0.0004940032958984375,42000,20,4205.884858131409,605.026711446058,58.509316205978394,722.3079017102718,40.214852809906006,33.6070903658664,3.111320972442627,-33.96194674468903,245.06716828830903,5,-0.012173568,1680000,41,0.14780664443969727,113.10370210258134
243.69745861865368,8.34465e-09,0.3803591728210449,1.2172181606292725,577.7583334743977,666.0844893820583,173.8848728764344,62.342416524887085,0.28047344,1.7979340553283691,104.36980772018433,0.9391694,0.0005667209625244141,43000,20,4310.259588003159,586.1086008411822,63.74857449531555,739.7763640135527,37.4548704624176,44.59250361296022,3.164813995361328,192.66219906300884,369.1758604011429,5,-0.0118497405,1720000,42,0.17296767234802246,170.30418937421388
270.47618271977115,3.695488e-09,0.48002123832702637,1.1016054153442383,664.6920481473207,714.9515453174711,220.28152644518676,59.22013759613037,0.27153903,2.3245742321014404,103.56605744361877,0.91731924,0.0005352497100830078,44000,20,4413.830770730972,592.9069861037862,60.5025200843811,772.0773662030697,39.14524984359741,26.692421419902743,3.916529417037964,-13.039921082381841,411.0876393843485,5,-0.01403412,1760000,43,0.1746077537536621,153.14483942848477
237.96769132820828,1.66893e-08,0.3824894428253174,1.0652434825897217,561.8085096776485,636.0519683510065,41.27984701234832,57.01373100280762,0.2629532,1.8348212242126465,98.0745530128479,0.9052126,0.0004923343658447266,45000,20,4511.910353899002,641.6046121065568,58.26727652549744,681.0520270466805,36.537266969680786,32.6701335300978,3.2682366371154785,542.1010287481357,602.1156644462328,5,-0.014080424,1800000,44,0.18187332153320312,220.55695936309635
278.09710457410836,-1.6331672e-08,0.3810415267944336,1.1934077739715576,695.0667791366577,738.8831376232207,44.504510662737914,63.024030685424805,0.25182402,1.8059697151184082,105.45456123352051,0.9303099,0.0005314350128173828,46000,20,4617.368574857712,661.6326929115999,64.41719460487366,782.6939302831888,37.87369418144226,19.37480354383368,3.1622116565704346,537.6084452880368,616.3421100402055,5,-0.015961826,1840000,45,0.1712512969970703,227.36433254721095
283.49223262242015,-8.5830685e-09,0.39779138565063477,1.0509960651397705,712.0830244421959,747.6598241712898,240.44964589808484,59.46685838699341,0.24462795,1.903524398803711,110.23816728591919,0.9018926,0.0008137226104736328,47000,20,4727.610511541367,573.2752263659103,60.679272413253784,799.7684761285782,46.26057720184326,20.396911328686066,3.296567916870117,-58.17379018405447,313.6005625083254,5,-0.011769668,1880000,46,0.15510344505310059,126.42623111461737
276.0048127529155,4.768372e-10,0.38745689392089844,1.000675916671753,669.346283107996,727.8330040313303,143.45452070307553,60.021129846572876,0.23849723,1.8667056560516357,104.96349215507507,0.91643596,0.0015308856964111328,48000,20,4832.577502965927,694.2709173352702,61.23796534538269,767.5248227715492,40.46992635726929,22.813744792662416,3.252706527709961,292.0183240137847,567.4905771012025,5,-0.014278792,1920000,47,0.19884777069091797,213.92990650964276
246.51874312200363,-2.425909e-08,0.38246583938598633,1.0770907402038574,618.6251686215401,669.5354382615536,335.90147741476727,68.99506902694702,0.23107608,1.8223767280578613,113.22142887115479,0.95854324,0.0005724430084228516,49000,20,4945.804078817368,678.5345339043953,70.2191891670227,735.6299778223038,39.82046151161194,33.09409712304648,3.180068016052246,-30.468140039608816,257.44677006760566,5,-0.010592577,1960000,48,0.14087986946105957,108.8650178708364
302.8152074403908,1.9550324e-08,0.4189589023590088,1.3895585536956787,770.4454516470432,817.9995779141784,240.1865859394233,75.44763326644897,0.22406791,2.019946575164795,127.52714109420776,1.0010096,0.0008027553558349609,50000,20,5073.336206436157,591.9392343495892,77.04219555854797,862.3531693816185,46.97731876373291,23.219938792592178,3.505838394165039,-29.91195006425524,294.45233406583986,5,-0.0069371634,2000000,49,0.1976613998413086,115.22322635899198
318.86267444604624,8.5830685e-09,0.5066840648651123,1.5213227272033691,805.9987308532,858.8601652227342,312.73594249625216,79.06164932250977,0.21979094,2.497724771499634,138.9113028049469,1.0164012,0.001810312271118164,51000,20,5212.253396987915,801.4534596227853,80.76457715034485,903.3555638194084,53.876516342163086,26.34683247329546,4.266935348510742,-46.58222788045536,561.5899142389808,5,-0.012690794,2040000,50,0.17444872856140137,197.3379498440414
